gene_name,go_term
 pflB,GO:0043192
 ilvB,GO:0043190
 ilvB,GO:0043191
 ilvB,GO:0043192
 ilvN,GO:0043190
 ilvN,GO:0043191
 ilvN,GO:0043192
 budA,GO:0043190
 budA,GO:0043191
 budA,GO:0043192
 pflB,GO:0000160
 ilvB,GO:0000160
 ilvN,GO:0000160
 budA,GO:0000160
 pflB,GO:0009372
 ilvB,GO:0009372
 ilvN,GO:0009372
 budA,GO:0009372
 pflB,GO:0009401
 ilvB,GO:0009401
 ilvN,GO:0009401
 budA,GO:0009401
 pflB,GO:0006401
 ilvB,GO:0006401
 ilvN,GO:0006401
 budA,GO:0006401
 pflB,GO:0000428
 ilvB,GO:0000428
 ilvN,GO:0000428
 glyA,GO:0043952
 glyA,GO:0043953
 kdgA,GO:0043952
 kdgA,GO:0043953
 glnA,GO:0030253
 glnA,GO:0015628
 glnA,GO:0030254
 glnA,GO:0030255
 glnA,GO:0046819
 glnA,GO:0033103
 glnA,GO:0044098
 glnA,GO:0043952
 glnA,GO:0043953
 glyA,GO:0030253
 glyA,GO:0015628
 glyA,GO:0030254
 glyA,GO:0030255
 glyA,GO:0046819
 glyA,GO:0033103
 glyA,GO:0044098
 glyA,GO:0043952
 glyA,GO:0043953
 acoL,GO:0030253
 acoL,GO:0015628
 acoL,GO:0030254
 acoL,GO:0030255
 acoL,GO:0046819
 acoL,GO:0033103
 acoL,GO:0044098
 acoL,GO:0043952
 acoL,GO:0043953
 kdgA,GO:0030253
 kdgA,GO:0015628
 kdgA,GO:0030254
 kdgA,GO:0030255
 kdgA,GO:0046819
 kdgA,GO:0033103
 kdgA,GO:0044098
 kdgA,GO:0043952
 kdgA,GO:0043953
 ligA,GO:0006284
 ligA,GO:0006285
 ligA,GO:0006286
 ligA,GO:0006287
 ligA,GO:0006288
 dltA,GO:0006289
 dltC,GO:0006289
 murD,GO:0006289
 lysA,GO:0006289
 ddlA,GO:0006298
 dltA,GO:0006298
 dltC,GO:0006298
 murI,GO:0006298
 murD,GO:0006298
 lysA,GO:0006298
 manA,GO:0000724
 fucI,GO:0000724
 pfkA,GO:0000724
 pfkB,GO:0000724
 fba,GO:0000724
 tpiA,GO:0000724
 manA,GO:0006096
 manA,GO:0006094
 fucI,GO:0006096
 fucI,GO:0006094
 pfkA,GO:0006096
 pfkA,GO:0006094
 pfkB,GO:0006096
 pfkB,GO:0006094
 fba,GO:0006096
 fba,GO:0006094
 tpiA,GO:0006096
 tpiA,GO:0006094
 manA,GO:0006099
 fucI,GO:0006099
 pfkA,GO:0006099
 pfkB,GO:0006099
 tpiA,GO:0006099
 fruA,GO:0006099
 pgi,GO:0006098
 pfkA,GO:0006098
 fba,GO:0006098
 tpiA,GO:0006098
 gap,GO:0006098
 pgk,GO:0006098
 eno,GO:0006098
 pyk,GO:0006098
 lpdA,GO:0006098
 pgi,GO:0006000
 pgi,GO:0006013
 pfkA,GO:0006000
 pfkA,GO:0006013
 fba,GO:0006000
 fba,GO:0006013
 tpiA,GO:0006000
 tpiA,GO:0006013
 gap,GO:0006000
 gap,GO:0006013
 pgk,GO:0006000
 pgk,GO:0006013
 eno,GO:0006000
 eno,GO:0006013
 pyk,GO:0006000
 pyk,GO:0006013
 pgi,GO:0006012
 pfkA,GO:0006012
 fba,GO:0006012
 tpiA,GO:0006012
 gap,GO:0006012
 pgk,GO:0006012
 eno,GO:0006012
 pyk,GO:0006012
 lpdA,GO:0006012
 pgi,GO:0019852
 pgi,GO:0019577
 pgi,GO:0019572
 pfkA,GO:0019852
 pfkA,GO:0019577
 pfkA,GO:0019572
 fba,GO:0019852
 fba,GO:0019577
 fba,GO:0019572
 tpiA,GO:0019852
 tpiA,GO:0019577
 tpiA,GO:0019572
 gap,GO:0019852
 gap,GO:0019577
 gap,GO:0019572
 pgk,GO:0019852
 pgk,GO:0019577
 pgk,GO:0019572
 eno,GO:0019852
 eno,GO:0019577
 eno,GO:0019572
 pyk,GO:0019852
 pyk,GO:0019577
 pyk,GO:0019572
 lpdA,GO:0019852
 lpdA,GO:0019577
 lpdA,GO:0019572
 pgi,GO:0006633
 pfkA,GO:0006633
 fba,GO:0006633
 tpiA,GO:0006633
 gap,GO:0006633
 pgk,GO:0006633
 eno,GO:0006633
 pyk,GO:0006633
 lpdA,GO:0006633
 pgi,GO:0006526
 pfkA,GO:0006526
 fba,GO:0006526
 tpiA,GO:0006526
 gap,GO:0006526
 pgk,GO:0006526
 eno,GO:0006526
 pyk,GO:0006526
 lpdA,GO:0006526
 pgi,GO:0006163
 pgi,GO:0042278
 pfkA,GO:0006163
 pfkA,GO:0042278
 tpiA,GO:0006163
 tpiA,GO:0042278
 gap,GO:0006163
 gap,GO:0042278
 pgk,GO:0006163
 pgk,GO:0042278
 eno,GO:0006163
 eno,GO:0042278
 pyk,GO:0006163
 pyk,GO:0042278
 lpdA,GO:0006163
 lpdA,GO:0042278
 galK,GO:0006220
 galK,GO:0006213
 galT,GO:0006220
 galT,GO:0006213
 galE,GO:0006220
 galE,GO:0006213
 hasC,GO:0006220
 hasC,GO:0006213
 pgmA,GO:0006220
 pgmA,GO:0006213
 glkA,GO:0006220
 glkA,GO:0006213
 bgaA,GO:0006220
 bgaA,GO:0006213
 aga,GO:0006220
 aga,GO:0006213
 lacC2,GO:0006220
 lacC2,GO:0006213
 pfk,GO:0006220
 pfk,GO:0006213
 lacD2,GO:0006220
 lacD2,GO:0006213
 lacB1,GO:0006220
 lacB1,GO:0006213
 lacA,GO:0006220
 lacA,GO:0006213
 lacG2,GO:0006220
 lacG2,GO:0006213
 lacF,GO:0006220
 lacF,GO:0006213
 lacE2,GO:0006220
 lacE2,GO:0006213
 scrB,GO:0006220
 scrB,GO:0006213
 agaV,GO:0006220
 agaV,GO:0006213
 agaW,GO:0006220
 agaW,GO:0006213
 agaD,GO:0006220
 agaD,GO:0006213
 agaS,GO:0006220
 agaS,GO:0006213
 galK,GO:0006522
 galK,GO:0006531
 galK,GO:0006536
 galT,GO:0006522
 galT,GO:0006531
 galT,GO:0006536
 galE,GO:0006522
 galE,GO:0006531
 galE,GO:0006536
 hasC,GO:0006522
 hasC,GO:0006531
 hasC,GO:0006536
 pgmA,GO:0006522
 pgmA,GO:0006531
 pgmA,GO:0006536
 glkA,GO:0006522
 glkA,GO:0006531
 glkA,GO:0006536
 aga,GO:0006522
 aga,GO:0006531
 aga,GO:0006536
 lacC2,GO:0006522
 lacC2,GO:0006531
 lacC2,GO:0006536
 pfk,GO:0006522
 pfk,GO:0006531
 pfk,GO:0006536
 lacD2,GO:0006522
 lacD2,GO:0006531
 lacD2,GO:0006536
 lacA,GO:0006522
 lacA,GO:0006531
 lacA,GO:0006536
 lacB1,GO:0006522
 lacB1,GO:0006531
 lacB1,GO:0006536
 lacG2,GO:0006522
 lacG2,GO:0006531
 lacG2,GO:0006536
 lacF,GO:0006522
 lacF,GO:0006531
 lacF,GO:0006536
 lacE2,GO:0006522
 lacE2,GO:0006531
 lacE2,GO:0006536
 scrB,GO:0006522
 scrB,GO:0006531
 scrB,GO:0006536
 agaV,GO:0006522
 agaV,GO:0006531
 agaV,GO:0006536
 agaW,GO:0006522
 agaW,GO:0006531
 agaW,GO:0006536
 agaD,GO:0006522
 agaD,GO:0006531
 agaD,GO:0006536
 agaS,GO:0006522
 agaS,GO:0006531
 agaS,GO:0006536
 pitD,GO:0006544
 pitD,GO:0006563
 pitD,GO:0070178
 pitD,GO:0006566
 pitA1,GO:0006544
 pitA1,GO:0006563
 pitA1,GO:0070178
 pitA1,GO:0006566
 pitB,GO:0006544
 pitB,GO:0006563
 pitB,GO:0070178
 pitB,GO:0006566
 potD,GO:0006544
 potD,GO:0006563
 potD,GO:0070178
 potD,GO:0006566
 potC,GO:0006544
 potC,GO:0006563
 potC,GO:0070178
 potC,GO:0006566
 potB,GO:0006544
 potB,GO:0006563
 potB,GO:0070178
 potB,GO:0006566
 potA,GO:0006544
 potA,GO:0006563
 potA,GO:0070178
 potA,GO:0006566
 malX,GO:0006544
 malX,GO:0006563
 malX,GO:0070178
 malX,GO:0006566
 malC,GO:0006544
 malC,GO:0006563
 malC,GO:0070178
 malC,GO:0006566
 malD,GO:0006544
 malD,GO:0006563
 malD,GO:0070178
 malD,GO:0006566
 glnP,GO:0006544
 glnP,GO:0006563
 glnP,GO:0070178
 glnP,GO:0006566
 glnQ,GO:0006544
 glnQ,GO:0006563
 glnQ,GO:0070178
 glnQ,GO:0006566
 livJ,GO:0006544
 livJ,GO:0006563
 livJ,GO:0070178
 livJ,GO:0006566
 livH,GO:0006544
 livH,GO:0006563
 livH,GO:0070178
 livH,GO:0006566
 livM,GO:0006544
 livM,GO:0006563
 livM,GO:0070178
 livM,GO:0006566
 livG,GO:0006544
 livG,GO:0006563
 livG,GO:0070178
 livG,GO:0006566
 livF,GO:0006544
 livF,GO:0006563
 livF,GO:0070178
 livF,GO:0006566
 aliA,GO:0006544
 aliA,GO:0006563
 aliA,GO:0070178
 aliA,GO:0006566
 piaA,GO:0006544
 piaA,GO:0006563
 piaA,GO:0070178
 piaA,GO:0006566
 piaB,GO:0006544
 piaB,GO:0006563
 piaB,GO:0070178
 piaB,GO:0006566
 piaC,GO:0006544
 piaC,GO:0006563
 piaC,GO:0070178
 piaC,GO:0006566
 gldA,GO:0006534
 gldA,GO:0006555
 glpK,GO:0006534
 glpK,GO:0006555
 plsX,GO:0006534
 plsX,GO:0006555
 aga,GO:0006534
 aga,GO:0006555
 gldA,GO:0006550
 gldA,GO:0006552
 gldA,GO:0006574
 glpK,GO:0006550
 glpK,GO:0006552
 glpK,GO:0006574
 plsX,GO:0006550
 plsX,GO:0006552
 plsX,GO:0006574
 aga,GO:0006550
 aga,GO:0006552
 aga,GO:0006574
 gldA,GO:0009097
 gldA,GO:0009098
 gldA,GO:0009099
 glpK,GO:0009097
 glpK,GO:0009098
 glpK,GO:0009099
 plsX,GO:0009097
 plsX,GO:0009098
 plsX,GO:0009099
 aga,GO:0009097
 aga,GO:0009098
 aga,GO:0009099
 gldA,GO:0009085
 glpK,GO:0009085
 plsX,GO:0009085
 aga,GO:0009085
 glpK,GO:0006554
 plsX,GO:0006554
 plsY,GO:0006554
 ssb,GO:0006525
 ssb,GO:0006560
 recF,GO:0006525
 recF,GO:0006560
 recO,GO:0006525
 recO,GO:0006560
 recR,GO:0006525
 recR,GO:0006560
 recA,GO:0006525
 recA,GO:0006560
 polA,GO:0006525
 polA,GO:0006560
 ruvA,GO:0006525
 ruvA,GO:0006560
 ruvB,GO:0006525
 ruvB,GO:0006560
 recG,GO:0006525
 recG,GO:0006560
 dnaE,GO:0006525
 dnaE,GO:0006560
 polC,GO:0006525
 polC,GO:0006560
 dnaN,GO:0006525
 dnaN,GO:0006560
 dnaH,GO:0006525
 dnaH,GO:0006560
 priA,GO:0006525
 priA,GO:0006560
 holB,GO:0006525
 holB,GO:0006560
 potD,GO:1901769
 potC,GO:1901769
 potB,GO:1901769
 potA,GO:1901769
 proWX,GO:1901769
 proV,GO:1901769
 msmK,GO:1901769
 malX,GO:1901769
 malC,GO:1901769
 malD,GO:1901769
 msmE,GO:1901769
 msmF,GO:1901769
 msmG,GO:1901769
 ABC-SBP,GO:1901769
 ABC-MSP,GO:1901769
 ABC-MSP,GO:1901769
 Conserved hypothetical protein [KO:K07335],GO:1901769
 ABC-MSP,GO:1901769
 ABC-MSP,GO:1901769
 ABC-NBD,GO:1901769
 pstS,GO:1901769
 pstS,GO:1901769
 pstC,GO:1901769
 pstC,GO:1901769
 pstA,GO:1901769
 pstA,GO:1901769
 pstB,GO:1901769
 pstB,GO:1901769
 pstB,GO:1901769
 glnP,GO:1901769
 glnQ,GO:1901769
 glnH,GO:1901769
 glnP,GO:1901769
 glnP,GO:1901769
 ABC-SBP,GO:1901769
 ABC-MSP,GO:1901769
 ABC-NDB,GO:1901769
 glnH,GO:1901769
 glnP,GO:1901769
 glnQ,GO:1901769
 glnH,GO:1901769
 glnQ,GO:1901769
 livJ,GO:1901769
 livH,GO:1901769
 livM,GO:1901769
 livG,GO:1901769
 livF,GO:1901769
 ABC-SBP,GO:1901769
 ABC-MSD,GO:1901769
 ABC-NBD,GO:1901769
 aliB,GO:1901769
 amiA,GO:1901769
 amiC,GO:1901769
 amiD,GO:1901769
 amiE,GO:1901769
 amiF,GO:1901769
 ABC-SBP,GO:1901769
 ABC-MSP,GO:1901769
 ABC-MSP,GO:1901769
 ABC-NBD,GO:1901769
 lmb,GO:1901769
 adcA,GO:1901769
 adcB,GO:1901769
 adcC,GO:1901769
 psaA,GO:1901769
 psaC,GO:1901769
 psaB,GO:1901769
 bioY,GO:1901769
 stpA,GO:1901769
 ftsX,GO:1901769
 ftsE,GO:1901769
 comA,GO:1901769
 speE,GO:0043639
 proC,GO:0043639
 proB,GO:0043639
 proA,GO:0043639
 speE,GO:0009094
 speE,GO:0006571
 speE,GO:0000162
 nspC,GO:0009094
 nspC,GO:0006571
 nspC,GO:0000162
 bltD,GO:0009094
 bltD,GO:0006571
 bltD,GO:0000162
 proC,GO:0009094
 proC,GO:0006571
 proC,GO:0000162
 proB,GO:0009094
 proB,GO:0006571
 proB,GO:0000162
 proA,GO:0009094
 proA,GO:0006571
 proA,GO:0000162
 speE,GO:0019530
 nspC,GO:0019530
 proC,GO:0019530
 proB,GO:0019530
 proA,GO:0019530
 deoB,GO:0033052
 deoB,GO:0019756
 prs,GO:0033052
 prs,GO:0019756
 prs,GO:0033052
 prs,GO:0019756
 purF,GO:0033052
 purF,GO:0019756
 purD,GO:0033052
 purD,GO:0019756
 purN,GO:0033052
 purN,GO:0019756
 purM,GO:0033052
 purM,GO:0019756
 purK,GO:0033052
 purK,GO:0019756
 purE,GO:0033052
 purE,GO:0019756
 purC,GO:0033052
 purC,GO:0019756
 purB,GO:0033052
 purB,GO:0019756
 purH,GO:0033052
 purH,GO:0019756
 apt,GO:0033052
 apt,GO:0019756
 deoD,GO:0033052
 deoD,GO:0019756
 hpt,GO:0033052
 hpt,GO:0019756
 guaB,GO:0033052
 guaB,GO:0019756
 rdgB,GO:0033052
 rdgB,GO:0019756
 xpt,GO:0033052
 xpt,GO:0019756
 guaA,GO:0033052
 guaA,GO:0019756
 guaC,GO:0033052
 guaC,GO:0019756
 gmk,GO:0033052
 gmk,GO:0019756
 nrdD,GO:0033052
 nrdD,GO:0019756
 purA,GO:0033052
 purA,GO:0019756
 arcC,GO:0033052
 arcC,GO:0019756
 asnA,GO:0046416
 aspC,GO:0046416
 argG,GO:0046416
 purA,GO:0046416
 purB,GO:0046416
 pyrB,GO:0046416
 gdhA,GO:0046416
 glnA,GO:0046416
 carB,GO:0046416
 carA,GO:0046416
 glmS,GO:0046416
 purF,GO:0046416
 asnA,GO:0006749
 argH,GO:0006749
 purA,GO:0006749
 purB,GO:0006749
 pyrB,GO:0006749
 glnA,GO:0006749
 carB,GO:0006749
 carA,GO:0006749
 glmS,GO:0006749
 purF,GO:0006749
 asnA,GO:0005982
 asnA,GO:0005985
 aspC,GO:0005982
 aspC,GO:0005985
 purA,GO:0005982
 purA,GO:0005985
 purB,GO:0005982
 purB,GO:0005985
 pyrB,GO:0005982
 pyrB,GO:0005985
 gdhA,GO:0005982
 gdhA,GO:0005985
 glnA,GO:0005982
 glnA,GO:0005985
 carB,GO:0005982
 carB,GO:0005985
 carA,GO:0005982
 carA,GO:0005985
 glmS,GO:0005982
 glmS,GO:0005985
 purF,GO:0005982
 purF,GO:0005985
 asnA,GO:0006040
 asnA,GO:0009225
 purA,GO:0006040
 purA,GO:0009225
 purB,GO:0006040
 purB,GO:0009225
 pyrB,GO:0006040
 pyrB,GO:0009225
 glnA,GO:0006040
 glnA,GO:0009225
 carB,GO:0006040
 carB,GO:0009225
 carA,GO:0006040
 carA,GO:0009225
 glmS,GO:0006040
 glmS,GO:0009225
 purF,GO:0006040
 purF,GO:0009225
 asnA,GO:0019872
 argH,GO:0019872
 purA,GO:0019872
 purB,GO:0019872
 pyrB,GO:0019872
 glnA,GO:0019872
 carB,GO:0019872
 carA,GO:0019872
 glmS,GO:0019872
 purF,GO:0019872
 deoB,GO:0046486
 pgm,GO:0046486
 prsA,GO:0046486
 prs,GO:0046486
 purF,GO:0046486
 purD,GO:0046486
 purN,GO:0046486
 purL,GO:0046486
 purM,GO:0046486
 purK,GO:0046486
 purE,GO:0046486
 purC,GO:0046486
 purB,GO:0046486
 purH,GO:0046486
 apt,GO:0046486
 pnp,GO:0046486
 deoD,GO:0046486
 hgt,GO:0046486
 imdH,GO:0046486
 ndk,GO:0046486
 xpt,GO:0046486
 guaA,GO:0046486
 guaC,GO:0046486
 gmk,GO:0046486
 nrdE,GO:0046486
 nrdF,GO:0046486
 nrdD,GO:0046486
 relA,GO:0046486
 purA,GO:0046486
 adk,GO:0046486
 arcC,GO:0046486
 deoB,GO:0006020
 pgmA,GO:0006020
 prsA2,GO:0006020
 prsA1,GO:0006020
 purF,GO:0006020
 purD,GO:0006020
 purN,GO:0006020
 purM,GO:0006020
 purK,GO:0006020
 purE,GO:0006020
 purC,GO:0006020
 purB,GO:0006020
 purH,GO:0006020
 apt,GO:0006020
 punA,GO:0006020
 deoD,GO:0006020
 hpt,GO:0006020
 guaB,GO:0006020
 ndk,GO:0006020
 xpt,GO:0006020
 guaA,GO:0006020
 gmk,GO:0006020
 nrdD,GO:0006020
 relA,GO:0006020
 purA,GO:0006020
 adk,GO:0006020
 arcC,GO:0006020
 deoB,GO:0006650
 pgmA,GO:0006650
 prsA1,GO:0006650
 prsA2,GO:0006650
 purF,GO:0006650
 purD,GO:0006650
 purN,GO:0006650
 purM,GO:0006650
 purK,GO:0006650
 purE,GO:0006650
 purC,GO:0006650
 purB,GO:0006650
 purH,GO:0006650
 apt,GO:0006650
 punA,GO:0006650
 deoD,GO:0006650
 hpt,GO:0006650
 guaB,GO:0006650
 ndk,GO:0006650
 xpt,GO:0006650
 guaA,GO:0006650
 gmk,GO:0006650
 nrdD,GO:0006650
 relA,GO:0006650
 purA,GO:0006650
 adk,GO:0006650
 arcC,GO:0006650
 deoB,GO:0019369
 pgmA,GO:0019369
 prsA1,GO:0019369
 prsA2,GO:0019369
 purF,GO:0019369
 purD,GO:0019369
 purN,GO:0019369
 purM,GO:0019369
 purK,GO:0019369
 purE,GO:0019369
 purC,GO:0019369
 purB,GO:0019369
 purH,GO:0019369
 apt,GO:0019369
 punA,GO:0019369
 deoD,GO:0019369
 hpt,GO:0019369
 guaB,GO:0019369
 ndk,GO:0019369
 xpt,GO:0019369
 guaA,GO:0019369
 gmk,GO:0019369
 nrdD,GO:0019369
 relA,GO:0019369
 purA,GO:0019369
 adk,GO:0019369
 arcC,GO:0019369
 deoB,GO:0006665
 pgm,GO:0006665
 prsA-1,GO:0006665
 prsA-2,GO:0006665
 purF,GO:0006665
 purD,GO:0006665
 purN,GO:0006665
 purM,GO:0006665
 purK,GO:0006665
 purE,GO:0006665
 purC,GO:0006665
 purB,GO:0006665
 purH,GO:0006665
 apt,GO:0006665
 hpt,GO:0006665
 guaB,GO:0006665
 ndk,GO:0006665
 xpt,GO:0006665
 guaA,GO:0006665
 guaC,GO:0006665
 gmk,GO:0006665
 nrdE,GO:0006665
 nrdF,GO:0006665
 nrdD,GO:0006665
 relA,GO:0006665
 purA,GO:0006665
 adk,GO:0006665
 arcC,GO:0006665
 deoB,GO:0006090
 purF,GO:0006090
 purD,GO:0006090
 purN,GO:0006090
 purM,GO:0006090
 purK,GO:0006090
 purE,GO:0006090
 purC,GO:0006090
 purB,GO:0006090
 purH,GO:0006090
 apt,GO:0006090
 deoD,GO:0006090
 hpt,GO:0006090
 guaB,GO:0006090
 xpt,GO:0006090
 guaC,GO:0006090
 gmk,GO:0006090
 nrdD,GO:0006090
 spoT,GO:0006090
 purA,GO:0006090
 arcC,GO:0006090
 deoB,GO:0042184
 purF,GO:0042184
 purD,GO:0042184
 purN,GO:0042184
 purM,GO:0042184
 purK,GO:0042184
 purE,GO:0042184
 purC,GO:0042184
 purB,GO:0042184
 purH,GO:0042184
 apt,GO:0042184
 deoD,GO:0042184
 hpt,GO:0042184
 guaB,GO:0042184
 xpt,GO:0042184
 guaC,GO:0042184
 gmk,GO:0042184
 nrdD,GO:0042184
 spoT,GO:0042184
 purA,GO:0042184
 arcC,GO:0042184
 deoB,GO:0046487
 deoB,GO:0043648
 purF,GO:0046487
 purF,GO:0043648
 purD,GO:0046487
 purD,GO:0043648
 purN,GO:0046487
 purN,GO:0043648
 purM,GO:0046487
 purM,GO:0043648
 purK,GO:0046487
 purK,GO:0043648
 purE,GO:0046487
 purE,GO:0043648
 purC,GO:0046487
 purC,GO:0043648
 purB,GO:0046487
 purB,GO:0043648
 purH,GO:0046487
 purH,GO:0043648
 apt,GO:0046487
 apt,GO:0043648
 deoD,GO:0046487
 deoD,GO:0043648
 hpt,GO:0046487
 hpt,GO:0043648
 guaB,GO:0046487
 guaB,GO:0043648
 xpt,GO:0046487
 xpt,GO:0043648
 guaC,GO:0046487
 guaC,GO:0043648
 gmk,GO:0046487
 gmk,GO:0043648
 nrdD,GO:0046487
 nrdD,GO:0043648
 spoT,GO:0046487
 spoT,GO:0043648
 purA,GO:0046487
 purA,GO:0043648
 arcC,GO:0046487
 arcC,GO:0043648
 deoB,GO:0019541
 purF,GO:0019541
 purD,GO:0019541
 purN,GO:0019541
 purM,GO:0019541
 purK,GO:0019541
 purE,GO:0019541
 purC,GO:0019541
 purB,GO:0019541
 purH,GO:0019541
 apt,GO:0019541
 deoD,GO:0019541
 hpt,GO:0019541
 guaB,GO:0019541
 xpt,GO:0019541
 guaC,GO:0019541
 gmk,GO:0019541
 nrdD,GO:0019541
 spoT,GO:0019541
 purA,GO:0019541
 arcC,GO:0019541
 deoB,GO:0019605
 pgm,GO:0019605
 prsA,GO:0019605
 purF,GO:0019605
 purD,GO:0019605
 purN,GO:0019605
 purL,GO:0019605
 purM,GO:0019605
 purK,GO:0019605
 purE,GO:0019605
 purC,GO:0019605
 purB,GO:0019605
 purH,GO:0019605
 apt,GO:0019605
 pnp,GO:0019605
 deoD,GO:0019605
 hgt,GO:0019605
 imdH,GO:0019605
 ndk,GO:0019605
 guaC,GO:0019605
 gmk,GO:0019605
 nrdE,GO:0019605
 nrdF,GO:0019605
 relA,GO:0019605
 purA,GO:0019605
 adk,GO:0019605
 arcC,GO:0019605
 xpt,GO:0019605
 deoB,GO:0035999
 purF,GO:0035999
 purD,GO:0035999
 purN,GO:0035999
 purM,GO:0035999
 purK,GO:0035999
 purE,GO:0035999
 purC,GO:0035999
 purB,GO:0035999
 purH,GO:0035999
 apt,GO:0035999
 deoD,GO:0035999
 hpt,GO:0035999
 guaB,GO:0035999
 xpt,GO:0035999
 guaC,GO:0035999
 gmk,GO:0035999
 nrdD,GO:0035999
 spoT,GO:0035999
 purA,GO:0035999
 arcC,GO:0035999
 purF,GO:0015947
 purD,GO:0015947
 purN,GO:0015947
 purL,GO:0015947
 purM,GO:0015947
 purK,GO:0015947
 purE,GO:0015947
 purC,GO:0015947
 guaC,GO:0015947
 gmk,GO:0015947
 nrdD,GO:0015947
 relA,GO:0015947
 adk,GO:0015947
 arcC,GO:0015947
 deoB,GO:0006772
 purF,GO:0006772
 purD,GO:0006772
 purN,GO:0006772
 purM,GO:0006772
 purK,GO:0006772
 purE,GO:0006772
 purC,GO:0006772
 purB,GO:0006772
 purH,GO:0006772
 apt,GO:0006772
 deoD,GO:0006772
 hpt,GO:0006772
 guaB,GO:0006772
 xpt,GO:0006772
 guaC,GO:0006772
 gmk,GO:0006772
 purA,GO:0006772
 arcC,GO:0006772
 nrdD,GO:0006772
 prs1,GO:0006771
 prs2,GO:0006771
 purF,GO:0006771
 purD,GO:0006771
 purN,GO:0006771
 purL,GO:0006771
 purM,GO:0006771
 purK,GO:0006771
 purE,GO:0006771
 purC,GO:0006771
 purB,GO:0006771
 purH,GO:0006771
 pnp,GO:0006771
 deoD,GO:0006771
 hpt,GO:0006771
 ndk,GO:0006771
 xpt,GO:0006771
 guaA,GO:0006771
 guaC,GO:0006771
 gmk,GO:0006771
 nrdA,GO:0006771
 nrdB,GO:0006771
 nrdD,GO:0006771
 purA,GO:0006771
 adk,GO:0006771
 deoB,GO:0042816
 pgm,GO:0042816
 prsA,GO:0042816
 prs2,GO:0042816
 purF,GO:0042816
 purD,GO:0042816
 purN,GO:0042816
 purM,GO:0042816
 purK,GO:0042816
 purE,GO:0042816
 purC,GO:0042816
 purB,GO:0042816
 purH,GO:0042816
 apt,GO:0042816
 deoD,GO:0042816
 hpt,GO:0042816
 guaB,GO:0042816
 ndk,GO:0042816
 xpt,GO:0042816
 guaA,GO:0042816
 guaC,GO:0042816
 gmk,GO:0042816
 nrdE,GO:0042816
 nrdF,GO:0042816
 nrdD,GO:0042816
 relA,GO:0042816
 purA,GO:0042816
 adk,GO:0042816
 arcC,GO:0042816
 deoB,GO:0046497
 deoB,GO:0006769
 pgmA,GO:0046497
 pgmA,GO:0006769
 pgm,GO:0046497
 pgm,GO:0006769
 prsA2,GO:0046497
 prsA2,GO:0006769
 prsA1,GO:0046497
 prsA1,GO:0006769
 purF,GO:0046497
 purF,GO:0006769
 purD,GO:0046497
 purD,GO:0006769
 purN,GO:0046497
 purN,GO:0006769
 purM,GO:0046497
 purM,GO:0006769
 purK,GO:0046497
 purK,GO:0006769
 purE,GO:0046497
 purE,GO:0006769
 purC,GO:0046497
 purC,GO:0006769
 purB,GO:0046497
 purB,GO:0006769
 purH,GO:0046497
 purH,GO:0006769
 apt,GO:0046497
 apt,GO:0006769
 punA,GO:0046497
 punA,GO:0006769
 deoD,GO:0046497
 deoD,GO:0006769
 hpt,GO:0046497
 hpt,GO:0006769
 guaB,GO:0046497
 guaB,GO:0006769
 ndk,GO:0046497
 ndk,GO:0006769
 xpt,GO:0046497
 xpt,GO:0006769
 guaA,GO:0046497
 guaA,GO:0006769
 gmk,GO:0046497
 gmk,GO:0006769
 nrdD,GO:0046497
 nrdD,GO:0006769
 relA,GO:0046497
 relA,GO:0006769
 purA,GO:0046497
 purA,GO:0006769
 adk,GO:0046497
 adk,GO:0006769
 arcC,GO:0046497
 arcC,GO:0006769
 deoB,GO:0015940
 deoB,GO:0015937
 pgm,GO:0015940
 pgm,GO:0015937
 pgmA,GO:0015940
 pgmA,GO:0015937
 prsA2,GO:0015940
 prsA2,GO:0015937
 prsA1,GO:0015940
 prsA1,GO:0015937
 purF,GO:0015940
 purF,GO:0015937
 purD,GO:0015940
 purD,GO:0015937
 purN,GO:0015940
 purN,GO:0015937
 purM,GO:0015940
 purM,GO:0015937
 purK,GO:0015940
 purK,GO:0015937
 purE,GO:0015940
 purE,GO:0015937
 purC,GO:0015940
 purC,GO:0015937
 purB,GO:0015940
 purB,GO:0015937
 purH,GO:0015940
 purH,GO:0015937
 apt,GO:0015940
 apt,GO:0015937
 punA,GO:0015940
 punA,GO:0015937
 deoD,GO:0015940
 deoD,GO:0015937
 hpt,GO:0015940
 hpt,GO:0015937
 guaB,GO:0015940
 guaB,GO:0015937
 ndk,GO:0015940
 ndk,GO:0015937
 xpt,GO:0015940
 xpt,GO:0015937
 guaA,GO:0015940
 guaA,GO:0015937
 gmk,GO:0015940
 gmk,GO:0015937
 nrdD,GO:0015940
 nrdD,GO:0015937
 relA,GO:0015940
 relA,GO:0015937
 purA,GO:0015940
 purA,GO:0015937
 adk,GO:0015940
 adk,GO:0015937
 arcC,GO:0015940
 arcC,GO:0015937
 deoB,GO:0006768
 pgmA,GO:0006768
 prsA2,GO:0006768
 prsA1,GO:0006768
 purF,GO:0006768
 purD,GO:0006768
 purN,GO:0006768
 purM,GO:0006768
 purK,GO:0006768
 purE,GO:0006768
 purC,GO:0006768
 purB,GO:0006768
 purH,GO:0006768
